PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ghi,Zenith
2021-07-31T02:00:00Z,2021-07-31T01:00:00Z,PT60M,13.3,-18,51.0,0,0,0,106
2021-07-31T03:00:00Z,2021-07-31T02:00:00Z,PT60M,13.3,-33,51.5,0,0,0,103
2021-07-31T04:00:00Z,2021-07-31T03:00:00Z,PT60M,13.2,-46,65.9,0,0,0,97
2021-07-31T05:00:00Z,2021-07-31T04:00:00Z,PT60M,13.0,-58,69.4,2,0,2,90
2021-07-31T06:00:00Z,2021-07-31T05:00:00Z,PT60M,13.1,-70,69.1,27,0,27,82
2021-07-31T07:00:00Z,2021-07-31T06:00:00Z,PT60M,13.6,-81,57.6,98,0,98,73
2021-07-31T08:00:00Z,2021-07-31T07:00:00Z,PT60M,14.6,-93,50.3,189,0,189,64
2021-07-31T09:00:00Z,2021-07-31T08:00:00Z,PT60M,15.5,-106,51.5,251,0,251,55
2021-07-31T10:00:00Z,2021-07-31T09:00:00Z,PT60M,16.1,-121,70.8,189,0,189,47
2021-07-31T11:00:00Z,2021-07-31T10:00:00Z,PT60M,16.9,-139,57.7,314,0,314,40
2021-07-31T12:00:00Z,2021-07-31T11:00:00Z,PT60M,17.5,-162,60.7,311,0,311,36
2021-07-31T13:00:00Z,2021-07-31T12:00:00Z,PT60M,17.5,174,63.1,297,0,297,35
2021-07-31T14:00:00Z,2021-07-31T13:00:00Z,PT60M,17.5,150,67.2,254,0,254,38
2021-07-31T15:00:00Z,2021-07-31T14:00:00Z,PT60M,17.7,130,68.8,218,0,218,43
2021-07-31T16:00:00Z,2021-07-31T15:00:00Z,PT60M,18.0,113,56.0,261,0,261,51
2021-07-31T17:00:00Z,2021-07-31T16:00:00Z,PT60M,17.7,100,58.6,189,0,189,60
2021-07-31T18:00:00Z,2021-07-31T17:00:00Z,PT60M,16.8,87,54.7,143,5,145,69
2021-07-31T19:00:00Z,2021-07-31T18:00:00Z,PT60M,15.6,76,53.3,73,0,73,77
2021-07-31T20:00:00Z,2021-07-31T19:00:00Z,PT60M,14.5,64,46.8,22,0,22,86
2021-07-31T21:00:00Z,2021-07-31T20:00:00Z,PT60M,14.0,52,49.9,0,0,0,94
2021-07-31T22:00:00Z,2021-07-31T21:00:00Z,PT60M,13.8,39,47.7,0,0,0,100
2021-07-31T23:00:00Z,2021-07-31T22:00:00Z,PT60M,13.9,26,47.1,0,0,0,105
2021-08-01T00:00:00Z,2021-07-31T23:00:00Z,PT60M,13.8,11,47.8,0,0,0,108
2021-08-01T01:00:00Z,2021-08-01T00:00:00Z,PT60M,13.7,-4,50.2,0,0,0,108
2021-08-01T02:00:00Z,2021-08-01T01:00:00Z,PT60M,13.3,-19,48.4,0,0,0,107
2021-08-01T03:00:00Z,2021-08-01T02:00:00Z,PT60M,12.7,-33,49.4,0,0,0,103
2021-08-01T04:00:00Z,2021-08-01T03:00:00Z,PT60M,12.1,-46,53.0,0,0,0,97
2021-08-01T05:00:00Z,2021-08-01T04:00:00Z,PT60M,11.8,-58,62.7,3,0,3,90
2021-08-01T06:00:00Z,2021-08-01T05:00:00Z,PT60M,12.0,-70,40.7,59,13,61,82
2021-08-01T07:00:00Z,2021-08-01T06:00:00Z,PT60M,12.6,-82,30.7,129,98,160,73
2021-08-01T08:00:00Z,2021-08-01T07:00:00Z,PT60M,13.3,-93,16.4,190,313,315,64
2021-08-01T09:00:00Z,2021-08-01T08:00:00Z,PT60M,13.8,-106,48.2,268,4,270,55
2021-08-01T10:00:00Z,2021-08-01T09:00:00Z,PT60M,14.4,-121,68.0,211,0,211,47
2021-08-01T11:00:00Z,2021-08-01T10:00:00Z,PT60M,15.1,-140,65.9,257,0,257,40
2021-08-01T12:00:00Z,2021-08-01T11:00:00Z,PT60M,15.5,-162,60.2,320,0,320,36
2021-08-01T13:00:00Z,2021-08-01T12:00:00Z,PT60M,15.4,174,38.6,494,6,499,35
2021-08-01T14:00:00Z,2021-08-01T13:00:00Z,PT60M,15.4,150,29.2,454,124,551,38
2021-08-01T15:00:00Z,2021-08-01T14:00:00Z,PT60M,16.0,130,27.0,418,130,515,44
2021-08-01T16:00:00Z,2021-08-01T15:00:00Z,PT60M,16.9,114,34.5,375,23,389,51
2021-08-01T17:00:00Z,2021-08-01T16:00:00Z,PT60M,17.2,100,24.3,267,162,341,60
2021-08-01T18:00:00Z,2021-08-01T17:00:00Z,PT60M,16.3,88,44.5,135,98,177,69
2021-08-01T19:00:00Z,2021-08-01T18:00:00Z,PT60M,14.8,76,41.8,84,9,85,78
2021-08-01T20:00:00Z,2021-08-01T19:00:00Z,PT60M,13.5,64,37.2,22,0,22,86
2021-08-01T21:00:00Z,2021-08-01T20:00:00Z,PT60M,13.0,52,37.0,0,0,0,94
2021-08-01T22:00:00Z,2021-08-01T21:00:00Z,PT60M,12.9,39,29.0,0,0,0,100
2021-08-01T23:00:00Z,2021-08-01T22:00:00Z,PT60M,12.9,26,27.5,0,0,0,105
2021-08-02T00:00:00Z,2021-08-01T23:00:00Z,PT60M,12.6,11,38.7,0,0,0,108
2021-08-02T01:00:00Z,2021-08-02T00:00:00Z,PT60M,12.3,-4,46.6,0,0,0,109
2021-08-02T02:00:00Z,2021-08-02T01:00:00Z,PT60M,12.2,-19,46.7,0,0,0,107
2021-08-02T03:00:00Z,2021-08-02T02:00:00Z,PT60M,12.1,-33,43.2,0,0,0,103
2021-08-02T04:00:00Z,2021-08-02T03:00:00Z,PT60M,11.7,-46,43.2,0,0,0,97
2021-08-02T05:00:00Z,2021-08-02T04:00:00Z,PT60M,11.1,-58,28.4,4,0,4,90
2021-08-02T06:00:00Z,2021-08-02T05:00:00Z,PT60M,11.5,-70,69.1,27,0,27,82
2021-08-02T07:00:00Z,2021-08-02T06:00:00Z,PT60M,12.8,-82,33.9,132,76,159,73
2021-08-02T08:00:00Z,2021-08-02T07:00:00Z,PT60M,13.8,-94,25.4,228,140,281,64
2021-08-02T09:00:00Z,2021-08-02T08:00:00Z,PT60M,14.4,-107,59.2,212,0,212,56
2021-08-02T10:00:00Z,2021-08-02T09:00:00Z,PT60M,15.1,-122,65.4,225,0,225,47
2021-08-02T11:00:00Z,2021-08-02T10:00:00Z,PT60M,15.7,-140,69.5,227,0,227,41
2021-08-02T12:00:00Z,2021-08-02T11:00:00Z,PT60M,15.9,-162,50.4,370,33,397,36
2021-08-02T13:00:00Z,2021-08-02T12:00:00Z,PT60M,16.4,174,46.8,426,3,428,35
2021-08-02T14:00:00Z,2021-08-02T13:00:00Z,PT60M,16.8,150,45.4,417,0,417,38
2021-08-02T15:00:00Z,2021-08-02T14:00:00Z,PT60M,17.2,130,45.0,379,0,379,44
2021-08-02T16:00:00Z,2021-08-02T15:00:00Z,PT60M,17.4,114,36.2,356,13,363,51
2021-08-02T17:00:00Z,2021-08-02T16:00:00Z,PT60M,17.3,100,20.3,270,149,345,60
2021-08-02T18:00:00Z,2021-08-02T17:00:00Z,PT60M,16.6,88,45.7,154,4,155,69
2021-08-02T19:00:00Z,2021-08-02T18:00:00Z,PT60M,15.2,76,45.7,72,0,72,78
2021-08-02T20:00:00Z,2021-08-02T19:00:00Z,PT60M,13.3,64,36.3,21,0,21,86
2021-08-02T21:00:00Z,2021-08-02T20:00:00Z,PT60M,11.6,52,45.6,0,0,0,94
2021-08-02T22:00:00Z,2021-08-02T21:00:00Z,PT60M,10.8,40,46.8,0,0,0,101
2021-08-02T23:00:00Z,2021-08-02T22:00:00Z,PT60M,10.5,26,25.8,0,0,0,105
2021-08-03T00:00:00Z,2021-08-02T23:00:00Z,PT60M,10.1,11,11.2,0,0,0,108
2021-08-03T01:00:00Z,2021-08-03T00:00:00Z,PT60M,9.7,-4,0.0,0,0,0,109
2021-08-03T02:00:00Z,2021-08-03T01:00:00Z,PT60M,9.4,-19,0.0,0,0,0,107
2021-08-03T03:00:00Z,2021-08-03T02:00:00Z,PT60M,9.2,-33,0.0,0,0,0,103
2021-08-03T04:00:00Z,2021-08-03T03:00:00Z,PT60M,8.9,-46,0.0,0,0,0,97
2021-08-03T05:00:00Z,2021-08-03T04:00:00Z,PT60M,8.8,-59,0.0,5,20,6,90
2021-08-03T06:00:00Z,2021-08-03T05:00:00Z,PT60M,9.7,-70,44.7,43,19,45,82
2021-08-03T07:00:00Z,2021-08-03T06:00:00Z,PT60M,11.8,-82,56.2,102,1,102,74
2021-08-03T08:00:00Z,2021-08-03T07:00:00Z,PT60M,13.8,-94,11.6,137,456,345,65
2021-08-03T09:00:00Z,2021-08-03T08:00:00Z,PT60M,15.6,-107,0.0,93,779,532,56
2021-08-03T10:00:00Z,2021-08-03T09:00:00Z,PT60M,17.2,-122,1.5,122,780,647,48
2021-08-03T11:00:00Z,2021-08-03T10:00:00Z,PT60M,18.4,-140,28.7,425,146,533,41
2021-08-03T12:00:00Z,2021-08-03T11:00:00Z,PT60M,19.0,-162,30.4,446,139,559,36
2021-08-03T13:00:00Z,2021-08-03T12:00:00Z,PT60M,19.4,174,18.5,384,342,662,35
2021-08-03T14:00:00Z,2021-08-03T13:00:00Z,PT60M,20.0,150,30.1,459,107,544,38
2021-08-03T15:00:00Z,2021-08-03T14:00:00Z,PT60M,20.3,130,30.3,421,93,489,44
2021-08-03T16:00:00Z,2021-08-03T15:00:00Z,PT60M,20.2,114,33.3,364,47,393,52
2021-08-03T17:00:00Z,2021-08-03T16:00:00Z,PT60M,19.7,100,25.5,246,177,328,60
2021-08-03T18:00:00Z,2021-08-03T17:00:00Z,PT60M,18.5,88,12.3,157,283,251,69
2021-08-03T19:00:00Z,2021-08-03T18:00:00Z,PT60M,17.1,76,0.0,65,351,140,78
2021-08-03T20:00:00Z,2021-08-03T19:00:00Z,PT60M,16.0,65,25.6,19,69,26,87
2021-08-03T21:00:00Z,2021-08-03T20:00:00Z,PT60M,15.4,53,39.2,0,0,0,94
2021-08-03T22:00:00Z,2021-08-03T21:00:00Z,PT60M,15.0,40,22.7,0,0,0,101
2021-08-03T23:00:00Z,2021-08-03T22:00:00Z,PT60M,14.8,26,41.6,0,0,0,106
2021-08-04T00:00:00Z,2021-08-03T23:00:00Z,PT60M,14.5,11,31.6,0,0,0,109
2021-08-04T01:00:00Z,2021-08-04T00:00:00Z,PT60M,14.1,-4,11.5,0,0,0,109
2021-08-04T02:00:00Z,2021-08-04T01:00:00Z,PT60M,13.6,-19,22.3,0,0,0,107
2021-08-04T03:00:00Z,2021-08-04T02:00:00Z,PT60M,13.2,-33,35.5,0,0,0,103
2021-08-04T04:00:00Z,2021-08-04T03:00:00Z,PT60M,12.9,-46,47.6,0,0,0,98
2021-08-04T05:00:00Z,2021-08-04T04:00:00Z,PT60M,12.9,-59,46.2,2,0,2,91
2021-08-04T06:00:00Z,2021-08-04T05:00:00Z,PT60M,13.3,-71,67.9,25,0,25,82
2021-08-04T07:00:00Z,2021-08-04T06:00:00Z,PT60M,14.4,-82,44.4,125,3,126,74
2021-08-04T08:00:00Z,2021-08-04T07:00:00Z,PT60M,15.8,-94,4.4,114,554,358,65
2021-08-04T09:00:00Z,2021-08-04T08:00:00Z,PT60M,17.3,-107,0.0,111,724,517,56
2021-08-04T10:00:00Z,2021-08-04T09:00:00Z,PT60M,18.3,-122,0.0,120,777,642,48
2021-08-04T11:00:00Z,2021-08-04T10:00:00Z,PT60M,19.0,-140,1.5,147,766,724,41
2021-08-04T12:00:00Z,2021-08-04T11:00:00Z,PT60M,19.5,-162,24.1,431,209,598,37
2021-08-04T13:00:00Z,2021-08-04T12:00:00Z,PT60M,19.9,174,49.2,392,17,406,36
2021-08-04T14:00:00Z,2021-08-04T13:00:00Z,PT60M,20.3,151,77.6,172,0,172,38
2021-08-04T15:00:00Z,2021-08-04T14:00:00Z,PT60M,20.7,131,40.3,258,210,404,44
2021-08-04T16:00:00Z,2021-08-04T15:00:00Z,PT60M,20.8,114,49.7,290,1,290,52
2021-08-04T17:00:00Z,2021-08-04T16:00:00Z,PT60M,20.2,100,66.3,151,0,151,60
2021-08-04T18:00:00Z,2021-08-04T17:00:00Z,PT60M,18.7,88,76.5,72,0,72,69
2021-08-04T19:00:00Z,2021-08-04T18:00:00Z,PT60M,17.1,76,67.2,44,0,44,78
2021-08-04T20:00:00Z,2021-08-04T19:00:00Z,PT60M,15.8,65,48.7,18,2,18,87
2021-08-04T21:00:00Z,2021-08-04T20:00:00Z,PT60M,15.3,53,71.8,0,0,0,94
2021-08-04T22:00:00Z,2021-08-04T21:00:00Z,PT60M,15.0,40,69.9,0,0,0,101
2021-08-04T23:00:00Z,2021-08-04T22:00:00Z,PT60M,14.1,26,79.6,0,0,0,106
2021-08-05T00:00:00Z,2021-08-04T23:00:00Z,PT60M,13.2,11,92.5,0,0,0,109
2021-08-05T01:00:00Z,2021-08-05T00:00:00Z,PT60M,12.8,-4,82.2,0,0,0,109
2021-08-05T02:00:00Z,2021-08-05T01:00:00Z,PT60M,12.6,-19,73.8,0,0,0,108
2021-08-05T03:00:00Z,2021-08-05T02:00:00Z,PT60M,12.4,-33,81.4,0,0,0,104
2021-08-05T04:00:00Z,2021-08-05T03:00:00Z,PT60M,12.0,-46,65.8,0,0,0,98
2021-08-05T05:00:00Z,2021-08-05T04:00:00Z,PT60M,11.4,-59,55.2,3,0,3,91
2021-08-05T06:00:00Z,2021-08-05T05:00:00Z,PT60M,11.9,-71,36.4,45,51,56,83
2021-08-05T07:00:00Z,2021-08-05T06:00:00Z,PT60M,13.4,-82,28.0,105,201,161,74
2021-08-05T08:00:00Z,2021-08-05T07:00:00Z,PT60M,14.8,-94,1.5,90,661,368,65
2021-08-05T09:00:00Z,2021-08-05T08:00:00Z,PT60M,16.2,-107,35.8,261,127,326,56
2021-08-05T10:00:00Z,2021-08-05T09:00:00Z,PT60M,17.5,-122,63.7,230,0,230,48
2021-08-05T11:00:00Z,2021-08-05T10:00:00Z,PT60M,17.8,-140,61.4,286,0,286,41
2021-08-05T12:00:00Z,2021-08-05T11:00:00Z,PT60M,17.1,-162,70.0,236,0,236,37
2021-08-05T13:00:00Z,2021-08-05T12:00:00Z,PT60M,16.0,174,74.7,202,0,202,36
2021-08-05T14:00:00Z,2021-08-05T13:00:00Z,PT60M,15.2,151,68.8,239,0,239,39
2021-08-05T15:00:00Z,2021-08-05T14:00:00Z,PT60M,15.8,131,79.6,141,0,141,44
2021-08-05T16:00:00Z,2021-08-05T15:00:00Z,PT60M,15.7,114,72.5,162,0,162,52
2021-08-05T17:00:00Z,2021-08-05T16:00:00Z,PT60M,14.7,101,69.6,130,0,130,61
2021-08-05T18:00:00Z,2021-08-05T17:00:00Z,PT60M,14.5,88,60.4,117,0,117,70
2021-08-05T19:00:00Z,2021-08-05T18:00:00Z,PT60M,14.5,76,81.2,26,0,26,79
2021-08-05T20:00:00Z,2021-08-05T19:00:00Z,PT60M,14.5,65,69.7,12,0,12,87
2021-08-05T21:00:00Z,2021-08-05T20:00:00Z,PT60M,14.6,53,77.1,0,0,0,95
2021-08-05T22:00:00Z,2021-08-05T21:00:00Z,PT60M,14.4,40,54.9,0,0,0,101
2021-08-05T23:00:00Z,2021-08-05T22:00:00Z,PT60M,14.0,26,45.2,0,0,0,106
2021-08-06T00:00:00Z,2021-08-05T23:00:00Z,PT60M,13.7,11,54.9,0,0,0,109
2021-08-06T01:00:00Z,2021-08-06T00:00:00Z,PT60M,13.1,-4,58.2,0,0,0,110
2021-08-06T02:00:00Z,2021-08-06T01:00:00Z,PT60M,12.5,-19,62.1,0,0,0,108
2021-08-06T03:00:00Z,2021-08-06T02:00:00Z,PT60M,12.2,-33,56.4,0,0,0,104
2021-08-06T04:00:00Z,2021-08-06T03:00:00Z,PT60M,12.3,-47,50.5,0,0,0,98
2021-08-06T05:00:00Z,2021-08-06T04:00:00Z,PT60M,12.8,-59,56.4,2,0,2,91
2021-08-06T06:00:00Z,2021-08-06T05:00:00Z,PT60M,13.4,-71,59.5,31,0,31,83
2021-08-06T07:00:00Z,2021-08-06T06:00:00Z,PT60M,14.1,-82,66.0,65,0,65,74
2021-08-06T08:00:00Z,2021-08-06T07:00:00Z,PT60M,14.8,-94,71.4,108,0,108,65
2021-08-06T09:00:00Z,2021-08-06T08:00:00Z,PT60M,15.0,-107,56.0,230,0,230,56
2021-08-06T10:00:00Z,2021-08-06T09:00:00Z,PT60M,14.7,-122,57.8,260,19,272,48
2021-08-06T11:00:00Z,2021-08-06T10:00:00Z,PT60M,14.7,-141,51.2,360,0,360,41
2021-08-06T12:00:00Z,2021-08-06T11:00:00Z,PT60M,15.5,-162,41.1,451,19,466,37
2021-08-06T13:00:00Z,2021-08-06T12:00:00Z,PT60M,17.1,174,36.3,397,142,512,36
2021-08-06T14:00:00Z,2021-08-06T13:00:00Z,PT60M,18.1,151,45.4,353,88,419,39
2021-08-06T15:00:00Z,2021-08-06T14:00:00Z,PT60M,18.5,131,6.8,174,666,650,45
2021-08-06T16:00:00Z,2021-08-06T15:00:00Z,PT60M,18.6,115,17.1,226,416,491,52
2021-08-06T17:00:00Z,2021-08-06T16:00:00Z,PT60M,18.1,101,9.2,146,550,403,61
2021-08-06T18:00:00Z,2021-08-06T17:00:00Z,PT60M,17.3,88,17.6,111,375,251,70
2021-08-06T19:00:00Z,2021-08-06T18:00:00Z,PT60M,16.0,77,19.4,71,223,120,79
2021-08-06T20:00:00Z,2021-08-06T19:00:00Z,PT60M,14.4,65,45.0,15,62,22,87
2021-08-06T21:00:00Z,2021-08-06T20:00:00Z,PT60M,13.1,53,67.4,0,0,0,95
2021-08-06T22:00:00Z,2021-08-06T21:00:00Z,PT60M,12.3,40,14.4,0,0,0,101
2021-08-06T23:00:00Z,2021-08-06T22:00:00Z,PT60M,11.9,26,11.5,0,0,0,106
2021-08-07T00:00:00Z,2021-08-06T23:00:00Z,PT60M,11.7,11,59.7,0,0,0,109
2021-08-07T01:00:00Z,2021-08-07T00:00:00Z,PT60M,11.6,-4,48.9,0,0,0,110
2021-08-07T02:00:00Z,2021-08-07T01:00:00Z,PT60M,11.7,-19,55.9,0,0,0,108
2021-08-07T03:00:00Z,2021-08-07T02:00:00Z,PT60M,12.1,-33,43.9,0,0,0,104
2021-08-07T04:00:00Z,2021-08-07T03:00:00Z,PT60M,12.6,-47,59.1,0,0,0,98
2021-08-07T05:00:00Z,2021-08-07T04:00:00Z,PT60M,13.1,-59,67.1,1,0,1,91
2021-08-07T06:00:00Z,2021-08-07T05:00:00Z,PT60M,13.2,-71,62.3,26,0,26,83
2021-08-07T07:00:00Z,2021-08-07T06:00:00Z,PT60M,13.4,-83,55.7,97,0,97,74
2021-08-07T08:00:00Z,2021-08-07T07:00:00Z,PT60M,14.1,-95,58.9,148,0,148,65
2021-08-07T09:00:00Z,2021-08-07T08:00:00Z,PT60M,14.8,-108,65.2,180,0,180,57
2021-08-07T10:00:00Z,2021-08-07T09:00:00Z,PT60M,15.0,-123,72.5,174,0,174,48
2021-08-07T11:00:00Z,2021-08-07T10:00:00Z,PT60M,15.4,-141,72.4,203,0,203,42
2021-08-07T12:00:00Z,2021-08-07T11:00:00Z,PT60M,14.6,-162,64.2,281,0,281,37
2021-08-07T13:00:00Z,2021-08-07T12:00:00Z,PT60M,13.6,174,55.1,358,0,358,37
2021-08-07T14:00:00Z,2021-08-07T13:00:00Z,PT60M,13.9,151,64.0,276,0,276,39
2021-08-07T15:00:00Z,2021-08-07T14:00:00Z,PT60M,14.9,131,51.4,331,2,332,45
2021-08-07T16:00:00Z,2021-08-07T15:00:00Z,PT60M,16.0,115,35.7,314,96,369,53
2021-08-07T17:00:00Z,2021-08-07T16:00:00Z,PT60M,16.8,101,48.5,216,34,234,61
2021-08-07T18:00:00Z,2021-08-07T17:00:00Z,PT60M,16.2,88,72.0,80,0,80,70
2021-08-07T19:00:00Z,2021-08-07T18:00:00Z,PT60M,14.9,77,62.9,51,0,51,79
2021-08-07T20:00:00Z,2021-08-07T19:00:00Z,PT60M,14.1,65,69.0,11,0,11,87
2021-08-07T21:00:00Z,2021-08-07T20:00:00Z,PT60M,13.7,53,72.7,0,0,0,95
2021-08-07T22:00:00Z,2021-08-07T21:00:00Z,PT60M,13.7,40,59.0,0,0,0,102
