ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period,Unnamed: 0
27,116,4,0,0,0,191,27,14,79,-93,78,2021-09-05T07:00:00.0000000Z,PT30M,
47,176,6,1,4,0,210,46,14,74,-99,76,2021-09-05T07:30:00.0000000Z,PT30M,
69,238,8,1,3,0,271,68,14,70,-105,74,2021-09-05T08:00:00.0000000Z,PT30M,
97,297,10,1,3,0,270,96,14,65,-112,71,2021-09-05T08:30:00.0000000Z,PT30M,
118,353,12,2,4,0,296,116,14,61,-119,71,2021-09-05T09:00:00.0000000Z,PT30M,
140,403,14,2,4,0,336,138,14,58,-126,70,2021-09-05T09:30:00.0000000Z,PT30M,
167,448,16,3,5,0,334,164,14,54,-134,68,2021-09-05T10:00:00.0000000Z,PT30M,
184,487,17,3,5,0,348,180,14,51,-143,68,2021-09-05T10:30:00.0000000Z,PT30M,
207,515,19,4,7,0,360,202,14,49,-152,66,2021-09-05T11:00:00.0000000Z,PT30M,
220,536,19,4,6,0,360,215,14,47,-162,65,2021-09-05T11:30:00.0000000Z,PT30M,
232,545,20,5,8,0,356,226,14,46,-172,64,2021-09-05T12:00:00.0000000Z,PT30M,
234,555,20,5,8,0,388,229,14,46,178,64,2021-09-05T12:30:00.0000000Z,PT30M,
238,562,20,6,9,0,415,232,14,46,167,63,2021-09-05T13:00:00.0000000Z,PT30M,
236,553,19,6,9,0,457,229,14,48,157,62,2021-09-05T13:30:00.0000000Z,PT30M,
224,533,18,6,9,0,472,218,14,50,148,62,2021-09-05T14:00:00.0000000Z,PT30M,
210,507,17,6,10,0,508,204,14,53,139,62,2021-09-05T14:30:00.0000000Z,PT30M,
191,467,14,6,11,0,509,185,14,56,131,62,2021-09-05T15:00:00.0000000Z,PT30M,
167,418,14,5,10,0,484,161,14,59,123,63,2021-09-05T15:30:00.0000000Z,PT30M,
141,362,12,4,9,0,473,137,14,63,116,63,2021-09-05T16:00:00.0000000Z,PT30M,
109,298,9,3,8,0,426,106,14,67,109,65,2021-09-05T16:30:00.0000000Z,PT30M,
77,230,7,2,6,0,410,75,12,72,102,67,2021-09-05T17:00:00.0000000Z,PT30M,
50,161,5,1,4,0,306,49,12,76,96,69,2021-09-05T17:30:00.0000000Z,PT30M,
27,94,3,1,6,0,219,26,12,81,90,71,2021-09-05T18:00:00.0000000Z,PT30M,
10,37,1,0,0,0,47,10,12,85,84,71,2021-09-05T18:30:00.0000000Z,PT30M,
0,1,0,0,0,0,0,0,12,90,78,68,2021-09-05T19:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,94,72,66,2021-09-05T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,98,66,65,2021-09-05T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,102,60,63,2021-09-05T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,106,53,61,2021-09-05T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,110,46,60,2021-09-05T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,113,39,59,2021-09-05T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,115,31,59,2021-09-05T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,117,23,58,2021-09-05T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,119,15,58,2021-09-05T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,120,7,57,2021-09-06T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,120,-2,57,2021-09-06T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,119,-11,57,2021-09-06T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,118,-19,57,2021-09-06T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,116,-27,58,2021-09-06T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,114,-35,58,2021-09-06T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,111,-42,59,2021-09-06T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,108,-50,59,2021-09-06T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,104,-56,60,2021-09-06T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,-63,60,2021-09-06T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,96,-69,59,2021-09-06T05:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,92,-75,59,2021-09-06T05:30:00.0000000Z,PT30M,
5,14,0,0,0,0,24,5,12,88,-81,60,2021-09-06T06:00:00.0000000Z,PT30M,
24,62,2,1,6,0,88,23,12,83,-87,60,2021-09-06T06:30:00.0000000Z,PT30M,
50,126,4,1,7,0,278,49,12,79,-93,59,2021-09-06T07:00:00.0000000Z,PT30M,
84,198,6,3,13,0,356,81,12,74,-99,57,2021-09-06T07:30:00.0000000Z,PT30M,
120,272,8,5,15,0,474,114,12,70,-106,55,2021-09-06T08:00:00.0000000Z,PT30M,
160,345,10,8,20,0,563,152,12,66,-112,53,2021-09-06T08:30:00.0000000Z,PT30M,
194,414,12,10,22,0,620,183,12,62,-119,52,2021-09-06T09:00:00.0000000Z,PT30M,
228,476,14,13,25,0,647,215,12,58,-127,51,2021-09-06T09:30:00.0000000Z,PT30M,
260,532,16,16,27,0,657,244,12,54,-135,50,2021-09-06T10:00:00.0000000Z,PT30M,
288,578,17,19,30,0,679,269,12,51,-143,49,2021-09-06T10:30:00.0000000Z,PT30M,
312,615,18,22,34,0,713,289,12,49,-152,49,2021-09-06T11:00:00.0000000Z,PT30M,
331,640,19,25,37,0,716,306,12,47,-162,48,2021-09-06T11:30:00.0000000Z,PT30M,
343,654,20,27,40,0,721,316,12,46,-172,47,2021-09-06T12:00:00.0000000Z,PT30M,
350,657,20,30,43,0,731,319,12,46,177,46,2021-09-06T12:30:00.0000000Z,PT30M,
353,648,19,33,49,0,742,319,14,47,167,45,2021-09-06T13:00:00.0000000Z,PT30M,
351,628,20,36,54,0,723,315,14,48,157,43,2021-09-06T13:30:00.0000000Z,PT30M,
334,596,21,35,54,0,709,299,14,50,148,43,2021-09-06T14:00:00.0000000Z,PT30M,
321,556,26,38,63,0,706,283,14,53,139,42,2021-09-06T14:30:00.0000000Z,PT30M,
293,504,26,35,62,0,669,258,14,56,131,41,2021-09-06T15:00:00.0000000Z,PT30M,
261,445,26,32,65,0,647,229,14,60,123,41,2021-09-06T15:30:00.0000000Z,PT30M,
223,378,22,27,62,0,605,195,14,64,116,40,2021-09-06T16:00:00.0000000Z,PT30M,
177,307,16,19,51,0,542,158,14,68,109,42,2021-09-06T16:30:00.0000000Z,PT30M,
132,233,12,12,41,0,439,119,14,72,103,43,2021-09-06T17:00:00.0000000Z,PT30M,
88,160,8,7,33,0,378,80,14,77,96,44,2021-09-06T17:30:00.0000000Z,PT30M,
50,91,4,3,21,0,200,46,14,81,90,44,2021-09-06T18:00:00.0000000Z,PT30M,
18,34,1,1,6,0,53,17,14,86,84,45,2021-09-06T18:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,90,78,48,2021-09-06T19:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,94,72,50,2021-09-06T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,66,54,2021-09-06T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,103,60,57,2021-09-06T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,107,53,59,2021-09-06T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,110,46,61,2021-09-06T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,113,39,62,2021-09-06T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,116,31,63,2021-09-06T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,118,23,65,2021-09-06T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,119,15,67,2021-09-06T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,120,7,68,2021-09-07T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,120,-2,67,2021-09-07T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,120,-11,65,2021-09-07T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,119,-19,63,2021-09-07T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,117,-27,61,2021-09-07T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,114,-35,59,2021-09-07T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,112,-43,56,2021-09-07T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,108,-50,55,2021-09-07T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,105,-57,54,2021-09-07T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,101,-63,53,2021-09-07T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,97,-69,52,2021-09-07T05:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,92,-76,52,2021-09-07T05:30:00.0000000Z,PT30M,
6,12,0,0,0,0,23,6,11,88,-82,50,2021-09-07T06:00:00.0000000Z,PT30M,
28,58,2,1,7,0,100,27,12,84,-88,50,2021-09-07T06:30:00.0000000Z,PT30M,
61,121,6,3,17,0,245,58,12,79,-94,48,2021-09-07T07:00:00.0000000Z,PT30M,
101,192,11,6,26,0,390,94,14,75,-100,47,2021-09-07T07:30:00.0000000Z,PT30M,
148,265,19,12,35,0,439,135,14,70,-106,43,2021-09-07T08:00:00.0000000Z,PT30M,
196,337,30,19,48,0,529,176,16,66,-113,41,2021-09-07T08:30:00.0000000Z,PT30M,
564,564,536,421,692,657,692,143,24,52,-143,2,2021-09-07T10:30:00.0000000Z,PT30M,
602,602,572,448,689,656,689,154,25,49,-153,1,2021-09-07T11:00:00.0000000Z,PT30M,
629,629,598,478,715,680,715,151,25,48,-162,0,2021-09-07T11:30:00.0000000Z,PT30M,
645,645,613,495,726,675,727,150,25,47,-172,0,2021-09-07T12:00:00.0000000Z,PT30M,
650,651,612,492,708,576,709,158,25,46,177,0,2021-09-07T12:30:00.0000000Z,PT30M,
643,643,581,494,724,503,724,150,27,47,167,0,2021-09-07T13:00:00.0000000Z,PT30M,
625,625,539,476,711,408,711,150,27,48,157,0,2021-09-07T13:30:00.0000000Z,PT30M,
592,592,491,459,729,361,729,133,27,51,148,0,2021-09-07T14:00:00.0000000Z,PT30M,
551,551,457,412,686,337,686,138,27,53,139,0,2021-09-07T14:30:00.0000000Z,PT30M,
500,500,415,364,653,317,653,135,27,56,131,0,2021-09-07T15:00:00.0000000Z,PT30M,
442,442,364,321,642,304,642,121,27,60,123,0,2021-09-07T15:30:00.0000000Z,PT30M,
374,376,310,260,594,283,600,114,27,64,116,0,2021-09-07T16:00:00.0000000Z,PT30M,
305,306,249,199,532,236,536,106,27,68,109,0,2021-09-07T16:30:00.0000000Z,PT30M,
227,232,186,137,469,205,503,90,25,73,103,2,2021-09-07T17:00:00.0000000Z,PT30M,
156,159,126,77,342,142,369,79,25,77,97,2,2021-09-07T17:30:00.0000000Z,PT30M,
88,90,71,29,176,73,188,58,24,81,91,2,2021-09-07T18:00:00.0000000Z,PT30M,
32,33,25,8,47,18,47,24,22,86,85,2,2021-09-07T18:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,21,90,79,2,2021-09-07T19:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,21,95,73,2,2021-09-07T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,20,99,66,2,2021-09-07T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,20,103,60,2,2021-09-07T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,19,107,53,2,2021-09-07T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,19,110,46,2,2021-09-07T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,19,113,39,2,2021-09-07T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,19,116,31,2,2021-09-07T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,18,118,23,2,2021-09-07T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,18,120,15,2,2021-09-07T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,120,6,2,2021-09-08T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,121,-2,2,2021-09-08T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,120,-11,2,2021-09-08T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,119,-19,2,2021-09-08T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,117,-28,2,2021-09-08T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,115,-35,2,2021-09-08T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,112,-43,2,2021-09-08T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,109,-50,2,2021-09-08T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,105,-57,2,2021-09-08T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,101,-63,2,2021-09-08T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,97,-70,2,2021-09-08T05:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,93,-76,2,2021-09-08T05:30:00.0000000Z,PT30M,
12,12,4,3,18,0,18,9,16,88,-82,2,2021-09-08T06:00:00.0000000Z,PT30M,
59,61,19,18,106,0,118,42,16,84,-88,2,2021-09-08T06:30:00.0000000Z,PT30M,
123,126,42,49,258,5,278,74,17,79,-94,1,2021-09-08T07:00:00.0000000Z,PT30M,
196,198,71,105,406,8,433,90,18,75,-100,1,2021-09-08T07:30:00.0000000Z,PT30M,
274,274,108,164,479,10,479,109,20,70,-106,0,2021-09-08T08:00:00.0000000Z,PT30M,
347,347,147,230,568,14,568,116,21,66,-113,0,2021-09-08T08:30:00.0000000Z,PT30M,
415,415,185,291,620,18,620,124,22,62,-120,0,2021-09-08T09:00:00.0000000Z,PT30M,
478,478,220,345,651,21,651,133,22,58,-127,0,2021-09-08T09:30:00.0000000Z,PT30M,
532,532,255,399,696,26,696,133,23,55,-135,0,2021-09-08T10:00:00.0000000Z,PT30M,
577,577,284,438,711,29,711,139,24,52,-144,0,2021-09-08T10:30:00.0000000Z,PT30M,
614,614,308,478,744,33,744,136,25,50,-153,0,2021-09-08T11:00:00.0000000Z,PT30M,
638,638,320,495,739,33,739,143,25,48,-162,0,2021-09-08T11:30:00.0000000Z,PT30M,
652,652,340,508,744,40,744,144,25,47,-173,0,2021-09-08T12:00:00.0000000Z,PT30M,
653,653,341,511,748,40,748,142,25,47,177,0,2021-09-08T12:30:00.0000000Z,PT30M,
643,643,329,494,724,35,724,149,27,47,167,0,2021-09-08T13:00:00.0000000Z,PT30M,
621,621,305,482,736,31,736,138,27,49,157,0,2021-09-08T13:30:00.0000000Z,PT30M,
583,589,284,439,698,29,720,144,27,51,148,1,2021-09-08T14:00:00.0000000Z,PT30M,
535,546,251,392,668,24,713,142,27,54,139,2,2021-09-08T14:30:00.0000000Z,PT30M,
472,493,219,321,589,19,674,151,27,57,131,4,2021-09-08T15:00:00.0000000Z,PT30M,
406,433,176,244,488,13,610,162,27,60,123,6,2021-09-08T15:30:00.0000000Z,PT30M,
330,366,133,167,382,9,561,162,27,64,116,9,2021-09-08T16:00:00.0000000Z,PT30M,
253,294,90,109,306,6,541,143,25,69,109,13,2021-09-08T16:30:00.0000000Z,PT30M,
186,221,61,64,220,3,440,121,25,73,103,15,2021-09-08T17:00:00.0000000Z,PT30M,
120,148,35,29,132,4,302,91,24,77,97,18,2021-09-08T17:30:00.0000000Z,PT30M,
63,80,16,11,69,0,171,51,23,82,91,20,2021-09-08T18:00:00.0000000Z,PT30M,
20,27,5,2,12,0,29,18,23,86,85,24,2021-09-08T18:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,22,91,79,29,2021-09-08T19:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,22,95,73,31,2021-09-08T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,22,99,67,31,2021-09-08T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,21,103,60,31,2021-09-08T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,20,107,53,31,2021-09-08T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,20,111,46,31,2021-09-08T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,19,114,39,31,2021-09-08T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,19,116,31,31,2021-09-08T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,19,118,23,31,2021-09-08T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,18,120,15,31,2021-09-08T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,18,121,6,32,2021-09-09T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,121,-2,36,2021-09-09T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,120,-11,44,2021-09-09T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,119,-20,52,2021-09-09T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,117,-28,59,2021-09-09T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,115,-36,65,2021-09-09T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,112,-43,71,2021-09-09T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,109,-50,73,2021-09-09T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,105,-57,72,2021-09-09T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,101,-64,72,2021-09-09T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,97,-70,73,2021-09-09T05:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,93,-76,74,2021-09-09T05:30:00.0000000Z,PT30M,
2,6,0,0,0,0,6,2,17,89,-82,75,2021-09-09T06:00:00.0000000Z,PT30M,
12,35,2,0,0,0,18,12,17,84,-88,74,2021-09-09T06:30:00.0000000Z,PT30M,
29,79,3,0,3,0,63,29,17,80,-94,72,2021-09-09T07:00:00.0000000Z,PT30M,
53,135,5,1,4,0,94,52,17,75,-100,70,2021-09-09T07:30:00.0000000Z,PT30M,
79,191,8,1,5,0,133,77,18,71,-107,68,2021-09-09T08:00:00.0000000Z,PT30M,
108,251,10,2,5,0,159,106,18,66,-113,66,2021-09-09T08:30:00.0000000Z,PT30M,
135,307,12,3,6,0,192,131,18,62,-120,65,2021-09-09T09:00:00.0000000Z,PT30M,
161,362,14,4,8,0,246,157,18,59,-128,64,2021-09-09T09:30:00.0000000Z,PT30M,
303,333,277,40,72,51,118,263,19,55,-135,39,2021-09-09T10:00:00.0000000Z,PT30M,
346,455,281,54,89,32,315,292,20,52,-144,36,2021-09-09T10:30:00.0000000Z,PT30M,
403,522,288,87,137,28,455,316,21,50,-153,31,2021-09-09T11:00:00.0000000Z,PT30M,
383,530,252,61,92,17,407,322,21,48,-163,37,2021-09-09T11:30:00.0000000Z,PT30M,
313,555,105,22,33,1,439,290,21,47,-173,50,2021-09-09T12:00:00.0000000Z,PT30M,
236,584,64,6,10,1,525,230,21,47,177,63,2021-09-09T12:30:00.0000000Z,PT30M,
264,551,93,11,16,1,437,253,21,48,167,58,2021-09-09T13:00:00.0000000Z,PT30M,
309,558,125,23,34,2,520,287,21,49,157,49,2021-09-09T13:30:00.0000000Z,PT30M,
334,555,150,39,63,3,612,294,20,51,148,41,2021-09-09T14:00:00.0000000Z,PT30M,
317,518,142,42,71,3,624,275,20,54,139,39,2021-09-09T14:30:00.0000000Z,PT30M,
286,468,129,37,69,4,593,248,19,57,131,39,2021-09-09T15:00:00.0000000Z,PT30M,
252,412,111,33,68,4,583,219,19,61,123,39,2021-09-09T15:30:00.0000000Z,PT30M,
207,348,91,24,57,2,539,182,19,65,116,41,2021-09-09T16:00:00.0000000Z,PT30M,
158,280,65,14,41,3,476,143,19,69,110,44,2021-09-09T16:30:00.0000000Z,PT30M,
113,208,43,8,29,3,367,104,19,73,103,46,2021-09-09T17:00:00.0000000Z,PT30M,
72,140,25,4,22,0,319,67,18,78,97,49,2021-09-09T17:30:00.0000000Z,PT30M,
38,75,12,2,13,0,142,35,18,82,91,51,2021-09-09T18:00:00.0000000Z,PT30M,
12,24,4,1,6,0,31,11,18,87,85,52,2021-09-09T18:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,91,79,53,2021-09-09T19:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,96,73,54,2021-09-09T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,100,67,56,2021-09-09T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,17,104,60,57,2021-09-09T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,108,54,58,2021-09-09T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,111,47,58,2021-09-09T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,114,39,58,2021-09-09T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,117,31,58,2021-09-09T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,119,23,59,2021-09-09T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,120,15,60,2021-09-09T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,121,6,61,2021-09-10T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,121,-3,61,2021-09-10T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,121,-11,62,2021-09-10T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,120,-20,62,2021-09-10T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,118,-28,61,2021-09-10T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,115,-36,60,2021-09-10T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,113,-43,60,2021-09-10T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,109,-51,60,2021-09-10T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,106,-57,60,2021-09-10T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,102,-64,60,2021-09-10T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,98,-70,60,2021-09-10T05:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,93,-76,60,2021-09-10T05:30:00.0000000Z,PT30M,
3,6,0,0,0,0,5,3,14,89,-82,61,2021-09-10T06:00:00.0000000Z,PT30M,
17,42,3,0,1,0,36,17,16,84,-88,61,2021-09-10T06:30:00.0000000Z,PT30M,
40,95,7,1,6,0,139,39,16,80,-94,61,2021-09-10T07:00:00.0000000Z,PT30M,
69,156,15,2,9,0,183,67,16,75,-101,59,2021-09-10T07:30:00.0000000Z,PT30M,
103,220,24,4,12,0,254,99,17,71,-107,58,2021-09-10T08:00:00.0000000Z,PT30M,
139,282,35,6,15,0,311,133,17,67,-113,56,2021-09-10T08:30:00.0000000Z,PT30M,
175,341,47,8,18,0,345,166,17,63,-120,54,2021-09-10T09:00:00.0000000Z,PT30M,
207,400,57,10,19,0,381,197,18,59,-128,54,2021-09-10T09:30:00.0000000Z,PT30M,
238,449,68,12,22,0,416,225,18,56,-136,53,2021-09-10T10:00:00.0000000Z,PT30M,
268,493,76,16,27,0,442,251,18,53,-144,51,2021-09-10T10:30:00.0000000Z,PT30M,
290,531,89,18,28,2,458,272,19,50,-153,51,2021-09-10T11:00:00.0000000Z,PT30M,
306,554,97,20,30,2,489,286,19,49,-163,50,2021-09-10T11:30:00.0000000Z,PT30M,
322,578,106,23,35,1,530,299,19,48,-173,49,2021-09-10T12:00:00.0000000Z,PT30M,
335,588,116,27,41,1,566,307,19,48,177,47,2021-09-10T12:30:00.0000000Z,PT30M,
342,591,129,31,47,1,585,310,19,48,167,45,2021-09-10T13:00:00.0000000Z,PT30M,
343,585,138,37,58,2,650,305,19,50,157,43,2021-09-10T13:30:00.0000000Z,PT30M,
354,571,156,52,85,3,699,301,19,52,148,38,2021-09-10T14:00:00.0000000Z,PT30M,
349,536,159,63,107,5,681,285,19,54,139,34,2021-09-10T14:30:00.0000000Z,PT30M,
322,484,147,65,123,5,689,257,19,58,131,33,2021-09-10T15:00:00.0000000Z,PT30M,
285,426,129,55,114,5,631,229,19,61,124,33,2021-09-10T15:30:00.0000000Z,PT30M,
238,361,106,42,101,5,594,195,19,65,116,34,2021-09-10T16:00:00.0000000Z,PT30M,
185,291,79,27,78,4,527,157,19,69,110,36,2021-09-10T16:30:00.0000000Z,PT30M,
134,219,53,17,64,4,504,116,18,74,103,38,2021-09-10T17:00:00.0000000Z,PT30M,
86,146,32,8,42,2,366,77,18,78,97,40,2021-09-10T17:30:00.0000000Z,PT30M,
43,78,15,3,22,0,206,40,17,83,91,43,2021-09-10T18:00:00.0000000Z,PT30M,
12,24,4,1,6,0,35,12,16,87,85,45,2021-09-10T18:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,92,79,47,2021-09-10T19:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,96,73,50,2021-09-10T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,100,67,52,2021-09-10T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,104,60,54,2021-09-10T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,108,54,56,2021-09-10T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,111,47,58,2021-09-10T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,115,39,59,2021-09-10T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,117,31,60,2021-09-10T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,119,23,61,2021-09-10T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,121,15,63,2021-09-10T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,122,6,64,2021-09-11T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,122,-3,64,2021-09-11T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,121,-11,61,2021-09-11T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,120,-20,60,2021-09-11T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,118,-28,59,2021-09-11T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,116,-36,57,2021-09-11T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,113,-44,56,2021-09-11T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,110,-51,56,2021-09-11T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,106,-58,55,2021-09-11T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,102,-64,55,2021-09-11T04:30:00.0000000Z,PT30M,
